id,affiliation_name
10.48443497/q7h4p41,Dipartimento di Fisica e Astronomia and LENS
10.92470094/y8u6n71,CNR-Officina dei Materiali (IOM)
10.40422883/w3v0i11,University of Oxford OX1 3NP
10.28919201/d3o2f05,National Science Center Kharkiv Institute of Physics and Technology
10.20583323/a0x4x46,UKAEA (United Kingdom Atomic Energy Authority)
10.16506011/l4j9b98,Tokamak Energy Ltd
10.30177172/w1k1v88,ERM
10.7581274/n6f9p26,Huaiyin Institute of Technology
10.17336700/y1d9p32,"Aix Marseille Univ., Univ. de Toulon, CNRS, CPT, UMR 7332"
10.74068947/u9q4q20,Technological Design Institute of Scientific Instrument Engineering
10.93915017/o3z8v75,"Dept. of Biochemistry and Molecular Genetics, University of Virginia"
10.78031776/r0i0v13,"Dept. of Genetics, University of Alabama in Birmingham"
10.17727101/s5e5h98,"Cancer Center, University of Wisconsin in Milwaukee"
10.36572519/f0d6e62,"Department of Chemistry, Chicago Center for Theoretical Chemistry, Institute for Biophysical Dynamics, and The James Franck Institute, The University of Chicago"
10.57677964/m5e1u75,LabCorp
10.15146562/f7d7j68,"Nuclear Magnetic Resonance Facility at Madison, University of Wisconsin-Madison"
10.29851453/h9z0z67,Deakin University Australia
10.13865821/i4x9d34,ICF International (United States)
10.21796034/j7w0w28,Kanagawa Dental University
10.30356884/r1p0z83,China University of Petroleum (East China)
10.69271485/w9e9n97,National Institute of Material Sciences
10.90053877/t1w3n75,National Time Service Center
10.3885954/a0e4m02,Xinzhou Normal University
10.55114066/o6t9v78,Collaborative Innovation
10.25974511/u8b8h57,Nirma University
10.29937696/o0v0z95,Alliance University
10.52115027/t1o0u54,Центральний науково-дослідний інститут озброєння та військової техніки Збройних Сил України
10.72784587/b4b5q64,"Instituto de Ciencia y Tecnología ""Dr. Cesar Milstein"", Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)"
10.49665102/n4q9j72,"Instituto de Histología y Embriología de Mendoza, Universidad Nacional de Cuyo (UNCuyo), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Centro Universitario"
10.89606479/y9k7p48,Xinhua Hospital affiliated to Shanghai Jiao Tong University School of Medicine
10.82062589/p6z2c10,"Department of Sports Medicine, Peking University Third Hospital, Institute of Sports Medicine of Peking University, Beijing Key Laboratory of Sports Injuries"
10.56924224/y5x3u56,"Department of Bioinformatics, Fujian Key Laboratory of Medical Bioinformatics. School of Medical Technology and Engineering. Fujian Medical University"
10.61780087/k3b0b24,"State Key Laboratory of Cell Biology, Shanghai Institute of Biochemistry and Cell, Biology, Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences"
10.34077584/k4h6v19,Guangzhou Laboratory
10.54776522/m7t7g54,"Institute for Stem Cell and Regeneration, Chinese Academy of Sciences"
10.94860621/y1e8u40,"Center for Mind and Brain, University of California Davis"
10.14148284/v0i0q04,"Max Planck University College London Centre for Computational Psychiatry and Ageing Research, University College London"
10.2310608/n5c1z22,"Faculty of Human Sciences, Julius-Maximilians-Universität Würzburg"
10.77924953/s9o9w69,GNS Science
10.48686162/u3f9i09,ISAE-SUPAERO
10.6470696/r5s0s79,CNES
10.32239871/t4u0t69,"Division of Infectious Diseases and Geographic Medicine, Department of Medicine, Stanford University School of Medicine"
10.23982910/i7g0h20,"Department of Pathology and Neuropathology, University Hospital and Comprehensive Cancer Center"
10.97998469/w2b8j45,"Diabetes Center, University of California San Francisco"
10.33807512/o7t3e33,"Huntsman Cancer Institute, University of Utah Health Sciences Center"
10.43265870/z0a1e19,"Department of Pathology, University of Utah School of Medicine"
10.6507773/w9g9p57,"Sean N. Parker Autoimmune Research Laboratory and Diabetes Center, University of California San Francisco"
10.62107162/g7o2t22,"Institute of Physiological Chemistry and Pathobiochemistry and Cells-in-Motion Interfaculty Center, University of Münster"
10.35659713/m5r4u72,Bennett Aerospace (United States)
10.68711604/f8s1w75,Универзитет у Нишу — Филозофски факултет
10.9310238/k1o1z53,Inamori Research Institute for Science
10.61794927/v3y4i66,Универзитет у Београду — Факултет за образовање учитеља и васпитача
10.85205192/y6k4u85,University of Maryland College Park
10.26817662/j4m2y89,"Laboratory for Morphogenetic Signaling, RIKEN Center for Biosystems Dynamics Research"
10.63180939/z6i7r03,"Graduate School of Arts and Sciences, The University of Tokyo"
10.42306961/h7i3u88,"Université Paris Cité, CNRS, MSC"
10.82076112/w0x0a63,"King’s College London, UK"
10.21246111/q2x0v85,"The American College of Greece, Greece"
10.11022313/f6z6p73,"Lancaster University, UK"
10.23488328/a9c9e08,"Salford University, UK"
10.84506602/u7w3n80,Corporación Universitaria Minuto de Dios
10.36954718/m9i8a66,Prairie View A&M University
10.4283880/v2k0m14,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center"
10.57191482/j0n7g97,Kocaeli Univeristy
10.29438110/o9r7q54,Centro Mixto Universidad de Valencia-CSIC Institutos de Investigación de Paterna
10.64088871/c4h0h31,Tokyo Hygiene Gakuen College
10.98989871/m4n1g51,Eötvös Loránd Research Network (ELKH)
10.12617863/q3u1j44,University of Applied Sciences Velika Gorica
10.99236963/r6n7m30,"Department of Oncology and Pathology and Science for Life Laboratory, Karolinska Institutet, S-171 76, Stockholm, Sweden"
10.30250066/q7m8m87,"Department of Pharmaceutical Biosciences and Science for Life Laboratory, Uppsala University, SE-75124, Uppsala, Sweden"
10.60181261/w1o7d05,"Chemical Biology Consortium Sweden (CBCS), Science for Life Laboratory, Karolinska Institutet, S-17176, Stockholm, Sweden"
10.82147949/f1g2x51,"Department of Microbiology, Tumor and Cell Biology, Karolinska Institutet, S-17176, Stockholm, Sweden"
10.68285069/f0k8x26,"Division of Cellular and Clinical Proteomics, Science for Life Laboratory, Kungliga Tekniska Högskolan, SE-17121 Solna, Sweden"
10.99348831/c2b1a30,"University of Education, Ajumako Campus"
10.63999129/b3t2v79,Max Planck Institute for Dynamics and Self-Organization (MPI-DS)
10.13974593/r5d4d75,"Experimental Physics V, University of Bayreuth"
10.44224897/w8g2k47,"Max Planck School Matter to Life, University of Göttingen"
10.82609559/r7e5d87,"Institute for Dynamics of Complex Systems, University of Göttingen"
10.70390851/m1x5u75,"Department of Experimental Phycology and SAG Culture Collection of Algae Albrecht-von-Haller Institute for Plant Science, University of Göttingen"
10.25788853/x0e8i85,"Fachbereich Physik, University of Konstanz"
10.43473539/s7w9v10,"Department of Polar Science, The Graduate University for Advanced Studies, SOKENDAI"
10.24149991/l1s3a45,"Centre for Biological Diversity, University of St Andrews"
10.209685/r9g9z15,Arctic State Institute of Culture and Arts
10.9451661/r1d7e60,"Centre for Stem Cell Research (a Unit of inStem, Bengaluru), Christian Medical College Campus"
10.55454271/u9q5b12,Sree Chitra Tirunal Institute for Medical Sciences and Technology
10.70525604/x6r2c76,"School of Biotechnology and Biomolecular Sciences, University of New South Wales"
10.88036448/x4y6e62,"Department of Haematology, Christian Medical College & Hospital"
10.86672167/m6m7d78,"Cell Engineering Division, RIKEN BioResource Center"
10.61885531/n0a9o19,"Research and Development Department, Central Blood Institute Blood Service Headquarters, Japanese Red Cross Society, Japan"
10.50803278/j1r2d09,"Department of Biochemistry, Christian Medical College"
10.48657032/r4a8w99,Max Planck Institute for Social Law and Social Policy
10.18550593/s1b7k09,"Max-Planck-Institut zur Erforschung von Kriminalität, Sicherheit und Recht"
10.79212169/j7t1t22,Armavir State Pedagogical Academy
10.36215413/c1k5a79,Institute for Nuclear Research
10.76050450/o0d0m67,Research Centre for Astronomy and Earth Sciences
10.15092608/w5v2l90,"Institute of General Mechanics, RWTH Aachen University, Germany"
10.30490883/s1v0z32,"Robert Bosch Packaging Technology GmbH, Germany"
10.99439949/r7g6w12,"Department of Agricultural and Biological Engineering, Purdue University, USA"
10.50871111/n6h9z18,"National Dairy Research Institute, India"
10.67391958/t4r0y00,"Rheology Department, Anton Paar USA, USA"
10.17090946/c8p1c68,"State Key Laboratory of Metal Matrix Composites, Shanghai Jiao Tong University, China"
10.87394383/g6z9l61,"Joining and Welding Research Institute (JWRI), Osaka University, Japan"
10.74930186/q4x9p24,"Istituto di Scienze e Tecnologie per l’Energia e la Mobilità Sostenibili (STEMS) - CNR, Italy"
10.26295253/h1c4w56,"Department of Chemical Engineering, Hiroshima University, Japan"
10.89261046/i2g4t16,Hosokawa Micron (Japan)
10.41612520/s9r3d32,"Institute of Mechanical Process Engineering and Mechanics, Karlsruhe Institute of Technology (KIT), Germany"
10.79735414/t7n8w78,"International Center for Materials Nanoarchitectonics (MANA), National Institute for Materials Science (NIMS), Japan"
10.77724272/e4b2e11,"Australian Institute for Bioengineering and Nanotechnology (AIBN), The University of Queensland, Australia"
10.89605499/r6o1b40,"School of Mechanical &amp; Mining Engineering, Faculty of Engineering, Architecture and Information Technology (EAIT), The University of Queensland, Australia"
10.8332088/z8e5y07,"Department of Chemistry, College of Science, King Saud University, Saudi Arabia"
10.58172852/k5h8x84,"School of Chemical Engineering, The University of Queensland, Australia"
10.34744544/t6v7l36,"Department of Plant &amp; Environmental New Resources, Kyung Hee University, South Korea"
10.49774923/a3k5u57,"Department of Electrical and Computer Engineering, Technical University of Munich, Germany"
10.69590451/w1l2b92,"Department of Mechanical Engineering, Ozyegin University, Turkey"
10.5646667/t5z6e52,"Department of Materials Science and Engineering, University of Florida, USA"
10.82747697/v8f5i55,"Biofuels Department, Idaho National Laboratory, USA"
10.25719369/r5v7s16,"Otto H. York Department of Chemical and Materials Engineering, New Jersey Institute of Technology, USA"
10.63838030/c2p0d04,"Facultad de Física, Universidad de Sevilla, Spain"
10.45658098/g0q1e90,"School of Chemical Engineering, Federal University of Uberlândia, Brazil"
10.38128321/h7c2u74,University of Nebraska-Lincoln
10.40526558/v2t0d36,The High Magnetic Field Laboratory of Anhui Province
10.98169608/p5v3z99,Universitá degli Studi di Bari Aldo Moro
10.87960289/z6g6p19,ICREA - Institució Catalana de Recerca i Estudis Avançats
10.1535325/u9g9w43,Jinling Institute of Technology
10.61487077/n0z0u21,Institute of Microelectronics of Chinese Academy of Sciences
10.85245177/r9q5l06,CNR - Istituto di Nanoscienze
10.99261648/w1m0p88,Universitá di Modena e Reggio Emilia
10.528793/q1q7v58,Thermo Fisher Scientific
10.50999471/m3z4n41,North Carolina A&T State University
10.93312761/j8l0s70,Guizhou University
10.19517874/z3j2c54,Arquimea Research Center
10.31968062/f8v7h53,RadiaBeam Technologies
10.79979028/j8t4e65,RadiaSoft LLC
10.54146516/s4a3v89,Istituto Nazionale di Ricerca Metrologica (INRiM)
10.63191225/s5n1z12,Istituto Nazionale di Fisica Nucleare (INFN)—Sezione di Torino
10.89495793/v3t6d86,Istituto di Fotonica e Nanotecnologie—Consiglio Nazionale delle Ricerche (CNR)
10.6661906/r9q5g76,"Advanced Science Research Center, City University of New York"
10.72435057/m6t4s38,"P.N. Lebedev Physical Institute, Russian Academy of Sciences"
10.70733197/m0k1o85,"Institute of Spectroscopy, Russian Academy of Sciences"
10.54641920/d8h5a94,Cisco Quantum Lab
10.77592248/u1h1y15,Infineon Technologies AG
10.19312620/z2g6w32,Infineon Technologies Austria AG
10.25431522/e8a3n54,King Abdullah University of Science and Technology (KAUST)
10.51391343/p2j6t01,Shanghai Institute of Aircraft Mechanics and Control
10.266072/b9d0b67,Kirtland AFB
10.63090196/m0p5i12,The Boeing Company
10.57627582/f0a9e52,Leidos
10.74499385/k2s8r44,"Istituto Nanoscienze - CNR, Centro S3"
10.43464461/r0l5g80,"Dipartimento di Scienze Fisiche, Informatiche e Matematiche Università di Modena e Reggio Emilia"
10.89244074/x3p1h14,University of Illinois Urbana Champaign
10.72905838/b1v4t07,Rzhanov Institute of Semiconductor Physics
10.84779402/f5x8f46,CJSC “EKRAN FEP”
10.46060169/a3r2b26,Tokyo University of Technology
10.44666803/y8p5r58,"Institute of Physics, University of Chinese Academy of Sciences, Chinese Academy of Sciences"
10.44225474/h8c0b42,"Laboratoire de Physique de l’Ecole Normale Supérieure (ENS), Université Paris Sciences et Lettres (PSL)"
10.78775393/k5x2t62,"Thales Research & Technology, Thales Group"
10.9869837/n7t7l97,"Laboratoire de Physique des Solides, CNRS, Université Paris-Saclay"
10.29857684/u0b0a03,Universidade Tecnológica Federal do Paraná
10.92228622/d1z5c29,Apple Inc
10.57805402/x0n3t04,National Formosa University
10.54301699/j5a5y83,"AGH University, Faculty of Physics and Applied Computer Science"
10.29307538/s3r0s10,LIMMS
10.62988235/z1t7u72,"Sorbonne Université, CNRS, Institut des NanoSciences de Paris"
10.6878590/w8q3f13,Kotel’nikov Institute of Radio Engineering and Electronics
10.25936348/u0v8h02,State Key Laboratory for Artificial Microstructure and Mesoscopic Physics and School of Physics
10.42423122/z7g7a60,Ulsan National Institute of Science and Technology (UNIST)
10.35999584/e5m7x62,"Department of Agricultural and Biological Engineering, Pennsylvania State University, USA"
10.90070009/m9e0z17,"Department of Mechanical Engineering, National Institute of Technology, Oita College, Japan"
10.39109053/c3n3u86,"Center for Engineered Systems, RTI International, USA"
10.58024857/h5j2i36,"Center for Analytical Chemistry and Pharmaceutics, RTI International, USA"
10.387199/f2s3c54,"Aerosol Physics Laboratory, Department of Physics, Tampere University of Technology, Finland"
10.10977239/p5k5v24,"Department of Agricultural and Biological Engineering, The Pennsylvania State University, USA"
10.89744581/q5w7x42,"Institute of Particle and Two-phase Flow Measurement, Shanghai Key Laboratory of Multiphase Flow and Heat Transfer in Power Engineering, University of Shanghai for Science and Technology, China"
10.241056/v5z2u42,Shenyang Institute of Automation
10.37307047/e2e3q59,Eötvös Loránd Kutatási Hálózat
10.10029817/k3u9r54,"National Institute of Technology, Durgapur"
10.22733242/z7d8t22,"University College London WC1E 7JE, United Kingdom"
10.28956008/x8s8e28,LMFA
10.39623895/k1l6o95,Babson College
10.11143011/f5p2g82,Olin College of Engineering
10.36295408/v6q6m35,BNU
10.63143357/r3e0q30,United International College
10.72885971/x0z1m33,York University
10.45256605/s6n2b03,Taiwan Space Agency
10.72630716/j7b3x81,South China Sea Institute of Oceanology
10.25295164/b8u9v62,State Key Laboratory of Multiphase Flow in Power Engineering
10.8186695/d8d5l79,Université Le Havre Normandie
10.10577703/z6m8h70,Space Engineering University
10.95062851/y2f1k02,University of the Bundeswehr Munich
10.55935595/o8h6c72,Ludwig Maximilian University of Munich
10.38713319/i2d0d59,Kavli Institute for Theoretical Physics
10.25189604/t4s2a07,Nanocenter CENN
10.20770097/j9w3h28,French Institute for Research in Computer Science and Automation
10.72274834/n6u7i23,"Istituto Nazionale di Fisica Nucleare, Gruppo Collegato di Parma"
10.47434279/l8w1e13,INFN Sezione di Milano
10.98975057/x5h2n83,University of Kaiserslautern
10.35413636/x5w8n82,"National Institute of Astrophysics, Optics and Electronics"
10.92752309/p1s8d78,University of Burgos
10.10355354/m5e1c95,Barcelona Supercomputing Center
10.69991345/c7z2s14,Thapar University
10.74420328/p8w4t83,Kastler-Brossel Laboratory
10.97197622/f6t3z94,"Faculty of Science, Yamagata University"
10.21096051/n4u3e66,"Research Center for Structural Materials, NIMS"
10.52244371/g5t8d80,Max-Planck-Institut für Eisenforschung GmbH
10.53873553/l5l1o35,Eskisehir Technical University
10.26521012/o0d2u56,Nordregio
10.63093338/a6i4o99,"Plant Epigenomics, TUM School of Life Sciences Weihenstephan, Technical University of Munich"
10.70204856/x1p3o82,Leibniz Institute of Plant Genetics and Crop Plant Research
10.51276279/n3m2d27,"Institute of Advanced Studies, Technical University of Munich"
10.43934990/r4h9p20,"KAUST Smart-Health Initiative (KSHI) and Biological and Environmental Science and Engineering (BESE) Division, King Abdullah University of Science and Technology"
10.97070161/c5r4n23,"Department of Medicine and Surgery, University of Perugia"
10.54074212/e3l0k31,"Department of Pharmaceutical Sciences, University of Perugia"
10.91326334/k9q9n18,"Bioinformatics Multidisciplinary Environment (BioME), Instituto Metrópole Digital (IMD), Universidade Federal do Rio Grande do Norte"
